day_number,hour_number,avg_speed
18,0,36.29018663455749
18,1,38.90794979079498
18,2,51.310344827586206
18,3,29.333333333333332
18,4,33.22555205047318
18,5,34.5240206947524
18,6,35.08
18,7,35.905660377358494
18,8,36.994585228503354
18,9,36.23543740732896
18,10,35.86938325991189
18,11,35.68169164882227
18,12,35.75179932260796
18,13,35.53202373644363
18,14,35.87398830935252
18,15,35.245181187355435
18,16,35.365108407282044
18,17,35.71037951531779
18,18,36.3008542194687
18,19,35.73849653603557
18,20,37.170770036668415
18,21,36.87463503649635
18,22,36.56568778979907
18,23,37.291666666666664
19,0,37.820382165605096
19,1,38.594202898550726
19,2,52.13793103448276
19,3,22.4
19,4,0
19,5,0
19,6,34.40594059405941
19,7,33.23133484162896
19,8,34.203974486918035
19,9,33.784780141143955
19,10,33.85292663634566
19,11,34.24215521200061
19,12,33.1725343423542
19,13,32.77305963440216
19,14,32.88876654869576
19,15,33.10568649457538
19,16,32.43632372975428
19,17,32.72906064461408
19,18,33.12173619321061
19,19,33.1068811805093
19,20,32.70197805594189
19,21,32.784729010535465
19,22,32.73131504257332
19,23,34.43612244897959
20,0,36.31236559139785
20,1,35.14173228346457
20,2,50.55555555555556
20,3,29.11297071129707
20,4,32.454144908616186
20,5,32.8863331708506
20,6,32.3255023577892
20,7,30.974627666157843
20,8,33.84566385264774
20,9,34.03580428890685
20,10,34.14448349255061
20,11,33.992433600988264
20,12,33.16855194211095
20,13,33.014821482148214
20,14,32.73166368515206
20,15,33.23121948962358
20,16,33.12603788594441
20,17,33.605710382513664
20,18,34.14961121910581
20,19,34.33829132091227
20,20,34.52605132962276
20,21,34.67550820741385
20,22,33.91222101252041
20,23,36.074465961269716
21,0,36.642438452520516
21,1,37.208333333333336
21,2,47.62068965517241
21,3,31.876651982378856
21,4,32.5652854436115
21,5,32.65244211059092
21,6,32.102163090885064
21,7,30.99411572409284
21,8,32.89033974126466
21,9,33.21739341555793
21,10,33.456802432823174
21,11,33.28713123092574
21,12,32.38632132070007
21,13,32.41746304980115
21,14,32.42861636868872
21,15,33.41314499722582
21,16,32.81749830831308
21,17,33.43784450843275
21,18,34.36103968309125
21,19,34.64750711103955
21,20,34.67159878514134
21,21,35.391848841041416
21,22,34.63631626937606
21,23,36.36941942900939
22,0,35.864044943820225
22,1,39.537254901960786
22,2,44.608695652173914
22,3,31.292490118577074
22,4,33.95758785942492
22,5,34.02430137316309
22,6,33.96803340113478
22,7,32.86194908354787
22,8,34.63212893372453
22,9,33.69845796877266
22,10,33.25019546520719
22,11,32.65082285089246
22,12,32.15016765128533
22,13,32.79956749711171
22,14,33.035397772782474
22,15,34.26349480968858
22,16,33.462886491508804
22,17,33.85074123041436
22,18,34.47717194650396
22,19,34.78808546917462
22,20,35.16580715736834
22,21,35.89415976728575
22,22,34.87540021344717
22,23,37.00810341501061
23,0,36.354224958030215
23,1,38.81944444444444
23,2,55.6551724137931
23,3,31.37344398340249
23,4,34.387446626814686
23,5,34.98206569414211
23,6,35.06058812387537
23,7,35.16482019381539
23,8,35.783999306578835
23,9,34.241361446407296
23,10,34.09054511857099
23,11,34.05723345636014
23,12,33.90861916213137
23,13,33.97527226137092
23,14,34.07895805534606
23,15,35.24934585193166
23,16,34.758962011771004
23,17,34.66385471587581
23,18,35.03850186182712
23,19,35.035516882832596
23,20,35.37208022021235
23,21,35.94027869940279
23,22,35.12855245683931
23,23,37.01771144278607
