day_number,hour_number,avg_speed
18,0,20.558005748357296
18,1,19.19798166535117
18,2,19.04647296230163
18,3,18.919200956328837
18,4,20.568204803859818
18,5,20.421389996469355
18,6,18.831300383969012
18,7,18.53238170833001
18,8,18.630501815660867
18,9,18.31470039905026
18,10,18.255090457137623
18,11,18.37924077621599
18,12,18.21372241268427
18,13,18.20461979283543
18,14,18.05377545860434
18,15,18.112023479228707
18,16,18.13870848287115
18,17,18.217035396111118
18,18,18.41738439817009
18,19,18.494769853596537
18,20,18.879743281051287
18,21,18.878756494757464
18,22,19.675757281534526
18,23,20.674336752406763
19,0,20.654468318579458
19,1,18.912382154734267
19,2,19.400611563289864
19,3,19.088629434034328
19,4,0
19,5,0
19,6,0
19,7,18.30657156162067
19,8,18.460887101085238
19,9,18.581041977753085
19,10,18.389128577556953
19,11,18.236378866062143
19,12,18.014915987869866
19,13,18.180293448264447
19,14,18.057744615883745
19,15,17.921454345957677
19,16,17.71849142029657
19,17,18.146370474826615
19,18,18.71463937857764
19,19,18.83828583516572
19,20,19.037008842276567
19,21,19.071450187860638
19,22,19.619474797737645
19,23,20.324112686109345
20,0,20.929574567721964
20,1,19.402712149162806
20,2,18.844457497461992
20,3,19.118395293159274
20,4,20.692662727018718
20,5,21.071515577970832
20,6,19.94293052027632
20,7,18.71396673737606
20,8,18.42244443146952
20,9,18.55766082873817
20,10,18.51080180989935
20,11,18.145472252013228
20,12,18.078378779631755
20,13,17.9698443772264
20,14,17.375495563620323
20,15,16.252197867824552
20,16,16.479407156450993
20,17,16.527503902139323
20,18,18.044448527401673
20,19,18.567388467663154
20,20,19.06335526599269
20,21,19.073549655836032
20,22,19.71447119098243
20,23,20.369463579305172
21,0,20.87766841310499
21,1,19.16753015376617
21,2,19.04984793208372
21,3,19.186274397606944
21,4,20.799383364584163
21,5,21.120307009708
21,6,20.061065425412128
21,7,18.786554409494364
21,8,18.67139343466122
21,9,18.51912496679262
21,10,18.24015828052565
21,11,17.793600911080205
21,12,17.259947340648317
21,13,17.614732761934246
21,14,17.4588895808408
21,15,17.436565611350858
21,16,16.898977279184223
21,17,17.300281191102233
21,18,18.398235666034353
21,19,19.050004198918252
21,20,19.099706516665847
21,21,19.082204872851353
21,22,19.470608039978117
21,23,20.783906371195144
22,0,20.71055713898976
22,1,19.015976334347805
22,2,19.22900685063609
22,3,19.06624162141667
22,4,20.8854793255573
22,5,21.126455896249993
22,6,20.177375466422117
22,7,19.138722574613613
22,8,18.717214000457357
22,9,18.99467063814021
22,10,18.516137167061526
22,11,18.118517548899167
22,12,18.198938858321977
22,13,18.09150881851585
22,14,17.87861428303366
22,15,17.916562063937466
22,16,18.01429626831219
22,17,18.333196436648493
22,18,18.735922997166554
22,19,19.083561549151902
22,20,18.951044176336577
22,21,19.133664786246495
22,22,19.673101651146496
22,23,20.69512895888515
23,0,20.938535802670533
23,1,19.36684652542358
23,2,19.227427525267018
23,3,19.015094487276148
23,4,20.96749022201188
23,5,21.189601224248946
23,6,20.389195138503496
23,7,19.324785198402285
23,8,19.211217527146506
23,9,19.00252862678882
23,10,18.676641491634957
23,11,18.67807898666928
23,12,18.46202490934459
23,13,18.246172654580903
23,14,18.245212421128247
23,15,18.482854464675437
23,16,18.518806327075875
23,17,18.63507797897576
23,18,18.938435920033424
23,19,18.911995686893967
23,20,18.982622106563575
23,21,19.001205665880477
23,22,19.821232526570313
23,23,20.812985219771786
